timestamp_local,PV_P_kW,PV_E_kWh,Load_kW,Load_E_kWh,Net_P_kW,Net_E_kWh,Import_kWh,Export_kWh,Buy_$,Sell_$,NetBill_$
2022-12-01 00:00:00-08:00,0.0044501519999999,0.0044501519999999,7.118531880267352,7.118531880267352,-7.114081728267353,-7.114081728267353,7.114081728267353,0.0,1.1382530765227765,0.0,1.1382530765227765
2023-01-01 00:00:00-08:00,151.69122232649997,151.69122232649997,921.9998929559429,921.9998929559429,-770.3086706294429,-770.3086706294429,789.4268120757717,19.118141446328842,126.30828993212349,1.5294513157063074,124.77883861641718
2023-02-01 00:00:00-08:00,181.345180296375,181.345180296375,854.4151156929488,854.4151156929488,-673.0699353965738,-673.0699353965738,695.1587813896767,22.08884599310297,111.22540502234828,1.7671076794482377,109.45829734290004
2023-03-01 00:00:00-08:00,212.73766903102498,212.73766903102498,948.5931282927733,948.5931282927733,-735.8554592617483,-735.8554592617483,761.4658021177889,25.610342856040635,121.83452833884623,2.048827428483251,119.78570091036298
2023-04-01 00:00:00-07:00,246.37972064557496,246.37972064557496,903.5031257629059,903.5031257629059,-657.123405117331,-657.123405117331,694.0977955534431,36.97439043611218,111.0556472885509,2.9579512348889745,108.09769605366192
2023-05-01 00:00:00-07:00,258.13039165739997,258.13039165739997,920.2967938828383,920.2967938828383,-662.1664022254383,-662.1664022254383,701.3799494144822,39.213547189043936,112.22079190631716,3.1370837751235148,109.08370813119365
2023-06-01 00:00:00-07:00,245.39297711669997,245.39297711669997,897.8650990271269,897.8650990271269,-652.472121910427,-652.472121910427,690.6222005554622,38.15007864503523,110.49955208887395,3.0520062916028183,107.44754579727113
2023-07-01 00:00:00-07:00,285.93054379349996,285.93054379349996,923.1599136091776,923.1599136091776,-637.2293698156776,-637.2293698156776,689.4664353859835,52.23706557030583,110.31462966175735,4.178965245624466,106.13566441613288
2023-08-01 00:00:00-07:00,264.02073508391265,264.02073508391265,911.4138893481909,911.4138893481909,-647.3931542642782,-647.3931542642782,692.912686296097,45.51953203181874,110.86602980737553,3.6415625625454995,107.22446724483002
2023-09-01 00:00:00-07:00,238.32924075359998,238.32924075359998,912.4510095645504,912.4510095645504,-674.1217688109505,-674.1217688109505,709.2501090749267,35.12834026397633,113.48001745198827,2.810267221118106,110.66975023087016
2023-10-01 00:00:00-07:00,221.11593062872498,221.11593062872498,923.5758875077219,923.5758875077219,-702.4599568789969,-702.4599568789969,729.9439190899594,27.483962210962574,116.79102705439351,2.198716976877006,114.5923100775165
2023-11-01 00:00:00-07:00,198.5166022284,198.5166022284,896.0405929833931,896.0405929833931,-697.5239907549932,-697.5239907549932,724.1794253463912,26.655434591398052,115.8687080554226,2.1324347673118442,113.73627328811075
2023-12-01 00:00:00-08:00,183.5914758246,183.5914758246,935.5343465181957,935.5343465181957,-751.9428706935956,-751.9428706935956,772.6102859581413,20.667415264545628,123.61764575330261,1.6533932211636504,121.96425253213896
2024-01-01 00:00:00-08:00,137.64042201329997,137.64042201329997,925.2407938547587,925.2407938547587,-787.6003718414587,-787.6003718414587,801.4030773530878,13.802705511629174,128.22449237649406,1.1042164409303339,127.12027593556373
2024-02-01 00:00:00-08:00,166.65624722362497,166.65624722362497,877.0124725335819,877.0124725335819,-710.3562253099569,-710.3562253099569,725.555773412336,15.199548102379023,116.08892374597376,1.2159638481903219,114.87295989778343
